place,Name,latitude,longitude,description
"New York (Cayuga County), Sterling",School House Built 1825,43.323837,-76.646919,. . . 
"New York (Cayuga County), Sterling",Site of First Baptist Church of Sterling,43.32617518,-76.644838,"Site of  first Baptist church of Sterling  erected in 1841, federated with  United Presbyterian in 1931  Churches consolidated in 1962  Sold and dismantled in 1970"
"New York (Cayuga County), Sterling",Sterling Valley,43.348846,-76.629603,"Sterling Valley  First settlement made here  1805 by Peter Dumas, a  soldier with Lafayette.  Earlier called Coopers  Mills after John Cooper 1810"
"New York (Cayuga County), Sterling",Town of Sterling,43.325316,-76.64682,"Town of Sterling  Named after a Revolutionary  officer, Lord Wm. Alexander  Sterling. Set off from Cato  1812. First grist and saw  mill built here in 1813"
"New York (Cayuga County), Summerhill",Early Cemetery,42.642119,-76.315417,Known as Summerhill Cemetery burials from 1806-1905 final resting place of soldiers who served in Revolutionary & Civil Wars
"New York (Cayuga County), Throop",Home of Gen. John S. Clark,42.982607,-76.625226,"Home of  Gen. John S. Clark  Born 1823. Died 1912.  Civil engineer, historian,  Civil War officer and  first Supervisor of Throop. "
"New York (Cayuga County), Throop",Throop Industry,42.972822,-76.600327,Settlers used Owasco River power to run sawmills & gristmills as early as 1798. This site was one of the three dams built in Throop.
"New York (Cayuga County), Throop",Town of Throop,42.967957,-76.597458,"Formed in 1859 from portions of Aurelius, Mentz, and Sennett, named after Governor Enos T. Throop of Auburn"
"New York (Cayuga County), Union Springs",1840 Church,42.8436861,-76.6908532,"Built by First Presbyterian / Society on land donated / by Howland family.  / Farrand Kitchel, builder. / Home to museum 1994."
"New York (Cayuga County), Union Springs",Cayuga Castle,42.812467,-76.69865,Site two miles east  / Cayuga village destroyed  / In Sullivan Campaign  / September 1779
"New York (Cayuga County), Union Springs",Cayuga Castle,42.809923,-76.700755,Site of principal  / Cayuga village  / Destroyed Sept. 23. 1779  / Sullivan Campaign
"New York (Cayuga County), Union Springs",Charles Courtney,42.84254167,-76.69368056," / Home of professional oarsman  / Charles Courtney / Nat'l. Single Sculls Champ 1876  / Winner of 83 major trophies  / Crew coach Cornell University  / 22 years, won 117- lost 47"
"New York (Cayuga County), Union Springs",First School House,42.8581437,-76.69240382,In town of Springport. / Erected on this site / about 1800.
"New York (Cayuga County), Union Springs",Frontenac Island,42.842228,-76.692154,Site of Algonkian village / deeded to Union Springs / by the state for use / as a park 1856.
"New York (Cayuga County), Union Springs",Ge-Wa-Ga,42.842803,-76.691981,"A village of the Cayuga Nation, / stood near this spot. It was occupied and / destroyed by a detachment from the army / of General John Sullivan, commanded by / Lieut-Col. William Butler, which bivouacked / here on the night of September 21,  . . . "
"New York (Cayuga County), Union Springs",Gypsum Quarries,42.86656252,-76.69612491,Philip Yawger discovered / gypsum here in 1802. This / was the only known source / in the United States / at that time.
"New York (Cayuga County), Union Springs",Howland School,42.841178,-76.692233,Howland School  / for young women  / founded on this site in 1863  / by George Howland.  / Became Union Springs Hotel  / & Sanitarium ca. 1886-1900.
"New York (Cayuga County), Union Springs",In Memory,42.84298,-76.69583,In Memory Of  / The Departed Veterans  / Of All Wars  / Women�s Relief Corps  / 1948
"New York (Cayuga County), Union Springs",Indian Mound,42.810132,-76.700727,Just east of here  / Known to be the site of  / an early Jesuit mission
"New York (Cayuga County), Union Springs",Mill Pond Nature Trail,42.84483611,-76.69136111,"The Mill Pond was lined throughout the / 1800's by a variety of grist mills, bending / works, saw mills, woolen mills, and / warehouses that spurred local industry. / Today the Mill Pond is a haven for many / migratory and local birds. Because it  . . . "
"New York (Cayuga County), Union Springs",Missionaries To The Cayuga,42.8098,-76.700983,This valley was the site / of the principal / Cayuga Indian village   / To the brave French Jesuit / missionaries whose heroism / was almost without parallel / Joseph Chaumonot / and Rene Menard / who as guests as of / Chief Saonchiogwa / built here in 1656  . . . 
"New York (Cayuga County), Union Springs",Oakwood Seminary,42.841723,-76.686075,Coeducational Quaker school / operated here 1860-1920 / run by the New York Yearly / Meeting of Friends. / Razed in the early 1960s
"New York (Cayuga County), Union Springs",Old Quarries,42.825734,-76.697328,Extensively worked from  / 1836 to the late 1800s  / to furnish stone blocks.  / Shipped by canal  / to pave lower Manhattan
"New York (Cayuga County), Union Springs",Routes of the Armies,42.809947,-76.70083,"An expedition against the hostile Indian nations which checked the aggressions of the English and Indians on the frontiers of New York and Pennsylvania, extending westward the dominion of the United States."
"New York (Cayuga County), Union Springs",Spring Mills,42.84528788,-76.69126639,Erected 1839-40 by  / George Howland  / Stone mill third built  / on same site  / Second was woolen mill
"New York (Cayuga County), Union Springs",Stone School,42.849629,-76.691128,Constructed early 1840s as / a one room school house. / Used as a private residence / then returned to classroom / use. Renovated in 2009.
"New York (Cayuga County), Union Springs",The Frontenac,42.803917,-76.704132,"Steamship Frontenac caught  / fire here July 27, 1907  / despite rescue attempts  / by crew and people on shore  / eight passengers died"
"New York (Cayuga County), Victory",Cobblestone,43.19928333,-76.65476111,Built 1836 by J.D. Woodford. Used as a select school. Second floor ballroom. Wooden addition on rear used as creamery
"New York (Cayuga County), Weedsport",Firehouse,43.047414,-76.561142,Firehouse constructed 1884 of  local brick to hold newly  purchased 1878 Silsby  steam powered pumper.  Belfry bell is original. 
"New York (Cayuga County), Weedsport",First Baptist Church of Weedsport,43.04730065,-76.562039,First Baptist Church of Weedsport has been placed on the National Register of Historic Places in 2003 by the United States Department of the Interior
"New York (Cayuga County), Weedsport",God's Acre,43.04363,-76.563235,"God's Acre  First community cemetery  in the town of Brutus  1801 - 1863.  Most stones removed, 1916.  Declared town park, 1974. "
"New York (Cayuga County), Weedsport",Town of Brutus,43.048786,-76.563513,"Town of Brutus  Formed from Aurelius 1802.  First settlement in town  made by Aaron Frost in 1795;  he built the first  grist mill. "
"New York (Cayuga County), Weedsport",Tug Boat Marion,43.05034078,-76.56218405,Bitts salvaged from the tug boat Marion which sank in the Erie Canal    / �Bitts� donated by Joe and Gwen Ostrowski once a part of �Tugboat Marion� used on the Great Lakes for many years.
"New York (Cayuga County), Weedsport",Weed's Basin,43.048189,-76.563317,Cayuga County  Weed's Basin  named after Elihu and Edward  Weed who constructed a  basin on Old Erie Canal  1821. P.O. established 1822  Weedsport Inc. village 1831  Village of Weedsport
